Date,Open,High,Low,Close,Adj Close,Volume
2014-12-01,69.070000,73.120003,66.220001,70.320000,60.843597,33550300
2015-01-01,70.620003,71.260002,61.340000,61.470001,53.186226,37702400
2015-02-01,61.419998,66.660004,60.209999,64.959999,56.205906,22034000
2015-03-01,65.190002,66.239998,57.490002,58.290001,50.832150,30974500
2015-04-01,58.270000,60.799999,57.099998,58.799999,51.276886,33682200
2015-05-01,59.110001,60.730000,57.770000,59.660000,52.026855,22354200
2015-06-01,60.070000,60.090000,55.240002,56.209999,49.438087,28354200
2015-07-01,56.720001,57.349998,50.419998,53.049999,46.658783,33363900
2015-08-01,52.740002,54.450001,44.950001,49.590000,43.615631,33561300
2015-09-01,48.270000,53.279999,46.759998,50.000000,44.409676,40477500
2015-10-01,49.980000,67.269997,48.730000,67.120003,59.615543,82424700
2015-11-01,67.000000,67.489998,65.290001,66.470001,59.038219,33753700
2015-12-01,66.769997,70.279999,66.610001,69.349998,62.078735,28601500
2016-01-01,68.029999,69.180000,63.639999,66.989998,59.966175,30175600
2016-02-01,66.400002,68.419998,62.330002,67.739998,60.637524,46924000
2016-03-01,68.220001,73.190002,67.709999,72.809998,65.708748,26036400
2016-04-01,72.739998,73.589996,69.540001,69.940002,63.118679,19339200
2016-05-01,70.320000,73.139999,67.320000,72.930000,65.817070,18290100
2016-06-01,72.830002,75.169998,70.980003,73.250000,66.602737,24629100
2016-07-01,73.000000,77.849998,71.510002,75.709999,68.839493,18974300
2016-08-01,75.620003,77.629997,66.879997,69.260002,62.974823,37937000
2016-09-01,69.559998,71.160004,68.430000,69.709999,63.862007,29154500
2016-10-01,69.949997,75.500000,69.750000,75.110001,68.808998,73349300
2016-11-01,75.040001,83.230003,73.300003,79.839996,73.142189,37616900
2016-12-01,79.690002,81.690002,74.660004,78.680000,72.598831,36885800
2017-01-01,78.970001,87.959999,77.860001,85.110001,78.531853,27258100
2017-02-01,85.540001,90.879997,84.900002,90.120003,83.154625,21348000
2017-03-01,90.660004,96.910004,89.519997,95.070000,88.272217,21337400
2017-04-01,95.339996,104.220001,93.610001,98.220001,91.196983,25550400
2017-05-01,98.709999,105.669998,97.470001,104.000000,96.563690,24107900
2017-06-01,104.000000,109.589996,91.089996,91.510002,85.424583,31755200
2017-07-01,92.300003,101.750000,90.690002,92.629997,86.470100,21134600
2017-08-01,92.849998,94.169998,87.930000,93.690002,87.459618,24578400
2017-09-01,94.099998,106.089996,92.529999,106.000000,99.617836,25549000
2017-10-01,105.540001,109.779999,101.040001,108.889999,102.333824,29639200
2017-11-01,110.000000,110.010002,98.910004,102.239998,96.084213,38399300
2017-12-01,101.260002,114.430000,99.720001,105.070000,99.318710,26345700
2018-01-01,105.760002,121.650002,104.709999,109.800003,103.789795,30679800
2018-02-01,109.269997,115.610001,96.120003,113.309998,107.107658,33083400
2018-03-01,112.919998,123.959999,105.050003,109.010002,103.629761,31911200
2018-04-01,108.309998,111.599998,97.940002,101.739998,96.718582,31687700
2018-05-01,101.650002,115.330002,100.389999,113.230003,107.641487,26806400
2018-06-01,114.510002,118.559998,99.839996,102.529999,98.132210,30816100
2018-07-01,101.279999,122.400002,100.360001,117.419998,112.383545,29743700
2018-08-01,117.760002,119.699997,108.360001,116.209999,111.225449,30951800
2018-09-01,117.300003,119.300003,99.580002,101.709999,97.980064,35640100
2018-10-01,102.459999,102.970001,84.589996,91.540001,88.183022,44606100
2018-11-01,91.949997,98.889999,90.250000,98.559998,94.945580,37887800
2018-12-01,100.459999,101.639999,80.650002,89.489998,86.914291,36803100
2019-01-01,87.529999,108.650002,85.690002,106.570000,103.502686,32359500
2019-02-01,106.940002,117.449997,103.449997,115.489998,112.165939,36281700
2019-03-01,116.639999,124.680000,112.410004,119.410004,116.785042,30655600
2019-04-01,119.879997,128.210007,119.410004,127.480003,124.677635,25753200
2019-05-01,128.429993,129.029999,101.910004,103.070000,100.804230,42132200
2019-06-01,103.760002,119.709999,101.339996,118.199997,116.403824,30584100
2019-07-01,121.839996,142.660004,115.900002,136.320007,134.248474,28500900
2019-08-01,136.509995,148.779999,125.190002,147.899994,145.652496,35220100
2019-09-01,149.460007,162.679993,146.059998,159.449997,157.902802,38161200
2019-10-01,160.789993,175.320007,153.630005,169.039993,167.399734,31016200
2019-11-01,170.130005,179.949997,157.839996,163.860001,162.270004,27309600
